user key,datetime,meter reading,diff
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 10:24:28,147237,24
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 09:24:29,147213,15
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 08:24:29,147198,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 07:24:29,147197,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 06:24:29,147192,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 05:24:49,147192,11
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 04:24:49,147181,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 03:24:49,147181,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 02:24:49,147181,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 01:24:30,147181,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/01/2017 00:24:30,147179,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 23:24:30,147170,18
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 22:24:30,147152,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 21:41:55,147148,28
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 20:41:55,147120,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 19:41:55,147115,11
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 18:41:55,147104,15
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 17:24:31,147089,23
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 16:24:31,147066,43
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 15:24:31,147023,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 14:24:31,147017,46
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 13:24:43,146971,25
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 12:24:43,146946,23
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 11:24:43,146923,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 10:24:43,146915,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 09:24:31,146908,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 08:24:31,146904,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 07:24:31,146904,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 06:24:31,146904,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 05:24:35,146904,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 04:24:35,146904,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 03:24:35,146903,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 02:24:35,146903,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 01:24:34,146903,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/01/2017 00:24:34,146900,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 23:24:34,146893,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 22:24:34,146892,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 21:24:33,146892,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 20:24:33,146882,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 19:24:33,146882,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 18:24:33,146878,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 17:29:05,146859,22
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 16:29:05,146837,16
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 15:29:05,146821,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 14:29:05,146821,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 13:24:35,146802,13
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 12:24:35,146789,61
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 11:24:35,146728,24
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 10:24:35,146704,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 09:24:36,146692,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 08:24:36,146689,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 07:24:36,146689,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 06:24:36,146689,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 05:24:36,146689,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 04:24:36,146689,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 03:24:36,146689,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/01/2017 02:24:36,146689,31
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 21:24:37,146658,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 20:24:37,146658,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 19:24:37,146658,30
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 18:24:37,146628,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 17:24:53,146626,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 16:24:53,146607,38
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 15:24:53,146569,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 14:24:53,146550,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 13:24:39,146540,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 12:24:39,146530,11
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 11:24:39,146519,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 10:24:39,146516,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 09:24:44,146516,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 08:24:44,146516,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 07:24:44,146516,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 06:24:44,146516,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 05:24:41,146516,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 04:24:41,146516,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 03:24:41,146516,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 02:24:41,146516,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 01:24:38,146516,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/01/2017 00:24:38,146512,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 23:24:38,146507,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 22:24:38,146507,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 21:24:39,146500,27
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 20:24:39,146473,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 19:24:39,146471,18
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 18:24:39,146453,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 17:24:39,146434,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 16:24:39,146427,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 15:24:39,146420,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 14:24:39,146414,31
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 13:24:41,146383,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 12:24:41,146376,24
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 11:24:41,146352,16
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 10:24:41,146336,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 09:24:47,146336,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 08:24:47,146332,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 07:24:47,146326,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 06:24:47,146326,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 05:24:41,146326,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 04:24:41,146326,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 03:24:41,146326,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 02:24:41,146326,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 01:24:44,146326,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/01/2017 00:24:44,146326,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 23:24:44,146318,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 22:24:44,146310,53
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 21:24:44,146257,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 20:24:44,146257,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 19:24:44,146245,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 18:24:44,146242,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 17:24:44,146240,21
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 16:24:44,146219,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 15:24:44,146207,14
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 14:24:44,146193,37
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 13:24:45,146156,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 12:24:45,146151,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 11:24:45,146151,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 10:24:45,146147,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 09:24:45,146144,46
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 08:24:45,146098,35
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 07:24:45,146063,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 06:24:45,146060,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 05:24:44,146060,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 04:24:44,146060,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 03:24:44,146060,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 02:24:44,146060,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 01:24:45,146055,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/01/2017 00:24:45,146050,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 23:24:45,146050,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 22:24:45,146044,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 21:24:45,146032,20
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 20:24:45,146012,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 19:24:45,146008,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 18:24:45,146005,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 17:24:45,146002,32
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 16:24:45,145970,45
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 15:24:45,145925,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 14:24:45,145921,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 13:24:48,145915,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 12:24:48,145906,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 11:24:48,145901,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 10:24:48,145889,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 09:24:48,145889,47
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 08:24:48,145842,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 07:24:48,145833,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 06:24:48,145833,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 05:24:49,145833,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 04:24:49,145833,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 03:24:49,145833,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 02:24:49,145833,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 01:24:48,145833,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/01/2017 00:24:48,145832,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 23:24:48,145828,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 22:24:48,145828,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 21:24:48,145825,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 20:24:48,145823,25
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 19:24:48,145798,35
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 18:24:48,145763,42
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 17:24:50,145721,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 16:24:50,145712,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 15:24:50,145707,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 14:24:50,145706,20
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 13:24:50,145686,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 12:24:50,145676,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 11:24:50,145675,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 10:24:50,145669,29
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 09:24:52,145640,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 08:24:52,145640,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 07:24:52,145634,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 06:24:52,145634,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 05:24:51,145634,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 04:24:51,145634,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 03:24:51,145633,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 02:24:51,145633,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 01:24:56,145633,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/01/2017 00:24:56,145633,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 23:24:56,145626,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 22:24:56,145622,31
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 17:24:56,145591,37
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 16:24:56,145554,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 15:24:56,145546,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 14:24:56,145542,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 13:24:58,145540,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 12:24:58,145530,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 11:24:58,145525,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 10:24:58,145518,72
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 09:24:55,145446,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 08:24:55,145446,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 07:24:55,145438,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 06:24:55,145438,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 05:25:02,145438,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 04:25:02,145438,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 03:25:02,145438,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 02:25:02,145438,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 01:24:54,145438,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/01/2017 00:24:54,145436,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 23:24:54,145432,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 22:24:54,145427,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 21:24:57,145422,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 20:24:57,145422,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 19:24:57,145414,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 18:24:57,145414,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 17:24:56,145404,21
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 16:24:56,145383,28
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 15:24:56,145355,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 14:24:56,145347,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 13:44:38,145335,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 12:44:38,145328,63
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 11:44:38,145265,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 10:44:38,145259,44
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 09:24:58,145215,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 08:24:58,145215,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 07:24:58,145215,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 06:24:58,145215,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 05:28:05,145215,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 04:28:05,145215,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 03:28:05,145214,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 02:28:05,145214,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 01:25:00,145214,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/01/2017 00:25:00,145211,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 23:25:00,145204,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 22:25:00,145204,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 21:25:00,145194,14
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 20:25:00,145180,43
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 19:25:00,145137,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 18:25:00,145137,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 17:25:02,145128,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 16:25:02,145126,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 15:25:02,145126,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 14:25:02,145125,34
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 13:25:06,145091,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 12:25:06,145091,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 11:25:06,145089,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 10:25:06,145077,18
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 09:25:00,145059,26
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 08:25:00,145033,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 07:25:00,145033,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 06:25:00,145033,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 05:25:02,145033,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 04:25:02,145033,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 03:25:02,145033,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 02:25:02,145033,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 01:25:02,145033,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,07/01/2017 00:25:02,145032,21
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 23:25:02,145011,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 22:25:02,145004,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 21:25:02,145004,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 20:25:02,144999,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 19:25:02,144999,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 18:25:02,144991,41
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 17:25:55,144950,20
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 16:25:55,144930,52
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 15:25:55,144878,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 14:25:55,144871,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 13:25:04,144859,26
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 12:25:04,144833,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 11:25:04,144821,13
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 10:25:04,144808,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 09:25:03,144807,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 08:25:03,144800,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 07:25:03,144800,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 06:25:03,144800,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 05:25:08,144800,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 04:25:08,144799,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 03:25:08,144799,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 02:25:08,144799,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 01:25:21,144796,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,06/01/2017 00:25:21,144796,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 23:25:21,144796,15
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 22:25:21,144781,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 21:25:07,144780,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 20:25:07,144776,17
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 19:25:07,144759,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 18:25:07,144740,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 17:25:05,144728,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 16:25:05,144727,32
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 15:25:05,144695,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 14:25:05,144691,85
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 13:25:07,144606,16
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 12:25:07,144590,22
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 11:25:07,144568,22
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 10:25:07,144546,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 09:25:08,144534,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 08:25:08,144530,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 07:25:08,144530,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,05/01/2017 06:25:08,144530,0
